source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich
latin_udante_ud218,Latin,null_insertion,40814041439,hmm_space_free,categorical_hmm,16,106,10000,2016985332223049663,3.7784961165104547,3.5642179518403494,0.2142781646701053,0.05670990734482939,0.19104721181294798,0.23766708316606497,1.0,0.0,True,True
latin_udante_ud218,Latin,null_insertion,40814041439,hmm_token_aware,categorical_hmm,16,106,10000,9011936751465668323,3.596148756157354,3.2582911159040275,0.33785764025332643,0.0939498511219381,0.3129645287008279,0.36269089887827216,1.0,0.0,True,True
latin_udante_ud218,Latin,null_insertion,40814041439,slot_grammar,finite_template_slot_grammar,16,106,10000,6891019274591916858,3.796637184156448,3.2540129071002597,0.5426242770561882,0.14292234172930351,0.5253515537624905,0.559899926003252,1.0,0.0,True,True
latin_udante_ud218,Latin,null_insertion,40814041439,token_markov,exact_token_markov,1,106,10000,6038291266326426824,3.2144765561539708,3.2540129071002597,-0.039536350946288934,-0.012299467815560128,-0.05881444610572698,-0.021454155906164313,0.0,1.0,False,False
latin_udante_ud218,Latin,null_insertion,40814041439,copy_edit,local_copy_edit,16,106,10000,7497114618927635347,4.0698442949868845,3.2540129071002597,0.8158313878866248,0.2004576413135859,0.7875473220040862,0.8442948025060157,1.0,0.0,True,True
