source_id,language,variant_count,seed,master_key_sha256,reserved_test_encoded,train_active_suffix_count,train_active_suffix_counts_json,train_base_form_preservation_fraction,train_base_form_recovery_accuracy,train_cipher_glyph_alphabet_size,train_exact_cipher_token_recurrence_fraction,train_max_realized_surface_forms_per_plaintext_word,train_mean_realized_surface_forms_per_plaintext_word_present,train_plaintext_types_with_multiple_observed_base_forms,train_round_trip_accuracy,train_same_surface_probability_given_same_plaintext_word,train_suffix_entropy_bits,train_suffix_entropy_fraction_of_max,train_token_coverage_fraction,train_token_length_plus_one_accuracy,train_tokens,train_unique_cipher_tokens,train_unique_plaintext_word_types,validation_active_suffix_count,validation_active_suffix_counts_json,validation_base_form_preservation_fraction,validation_base_form_recovery_accuracy,validation_cipher_glyph_alphabet_size,validation_exact_cipher_token_recurrence_fraction,validation_max_realized_surface_forms_per_plaintext_word,validation_mean_realized_surface_forms_per_plaintext_word_present,validation_plaintext_types_with_multiple_observed_base_forms,validation_round_trip_accuracy,validation_same_surface_probability_given_same_plaintext_word,validation_suffix_entropy_bits,validation_suffix_entropy_fraction_of_max,validation_token_coverage_fraction,validation_token_length_plus_one_accuracy,validation_tokens,validation_unique_cipher_tokens,validation_unique_plaintext_word_types
italian_old_ud218,Italian,2,40814041438,c3b861c1f7e877f10b9afba15f49f1c7ec091fb4ab69def4270450efd3531ccd,False,2,"{""V0003"": 7043, ""V0004"": 6979}",1.0,1.0,30,0.693695621166738,2,1.2416883492338826,0,1.0,0.5006559054872664,0.9999849725229419,0.9999849725229419,1.0,1.0,14022,4295,3459,2,"{""V0003"": 1385, ""V0004"": 1440}",1.0,1.0,30,0.5320353982300885,2,1.2073059360730594,0,1.0,0.4951028403525955,0.9997265609998754,0.9997265609998754,1.0,1.0,2825,1322,1095
italian_old_ud218,Italian,2,40814041439,a7d6fd9c627069c05a84e9ad2b592a9274026d95c9b5a02f6411b326eeed674b,False,2,"{""V0001"": 7087, ""V0003"": 6935}",1.0,1.0,30,0.691698759092854,2,1.2497831743278405,0,1.0,0.5001428705021769,0.9999152342713753,0.9999152342713753,1.0,1.0,14022,4323,3459,2,"{""V0001"": 1406, ""V0003"": 1419}",1.0,1.0,30,0.5398230088495575,2,1.187214611872146,0,1.0,0.49813907933398627,0.9999847244844586,0.9999847244844586,1.0,1.0,2825,1300,1095
italian_old_ud218,Italian,2,40814041440,e74d6f669dd6b16fb3602e22ddde15ae0affa7b59320e13486d04af9466cb1dc,False,2,"{""V0002"": 7043, ""V0004"": 6979}",1.0,1.0,30,0.6938382541720154,2,1.241110147441457,0,1.0,0.5000324705686765,0.9999849725229419,0.9999849725229419,1.0,1.0,14022,4293,3459,2,"{""V0002"": 1437, ""V0004"": 1388}",1.0,1.0,30,0.5348672566371682,2,1.2,0,1.0,0.49843290891283054,0.9997829690968792,0.9997829690968792,1.0,1.0,2825,1314,1095
italian_old_ud218,Italian,2,40814041441,e9a424cae47027c73ea8ee256af2d36b05805b823587905892f7ac16d1e5450b,False,2,"{""V0001"": 6955, ""V0002"": 7067}",1.0,1.0,30,0.6918413920981316,2,1.2492049725354148,0,1.0,0.49936227803119254,0.9999539780219318,0.9999539780219318,1.0,1.0,14022,4321,3459,2,"{""V0001"": 1425, ""V0002"": 1400}",1.0,1.0,30,0.535929203539823,2,1.1972602739726028,0,1.0,0.49611492001305907,0.9999435071707974,0.9999435071707974,1.0,1.0,2825,1311,1095
italian_old_ud218,Italian,2,40814041442,c39ed03ee4454a9a481c2de6f4f07692c24b2869fe1972cbf74e1860140dfc7a,False,2,"{""V0001"": 6965, ""V0003"": 7057}",1.0,1.0,30,0.691984025103409,2,1.2486267707429892,0,1.0,0.500419519747301,0.9999689470125053,0.9999689470125053,1.0,1.0,14022,4319,3459,2,"{""V0001"": 1406, ""V0003"": 1419}",1.0,1.0,30,0.5415929203539823,2,1.182648401826484,0,1.0,0.5016323865491349,0.9999847244844586,0.9999847244844586,1.0,1.0,2825,1295,1095
italian_old_ud218,Italian,4,40814041438,c3b861c1f7e877f10b9afba15f49f1c7ec091fb4ab69def4270450efd3531ccd,False,4,"{""V0001"": 3435, ""V0002"": 3447, ""V0003"": 3608, ""V0004"": 3532}",1.0,1.0,32,0.6275139067180145,4,1.5099739809193409,0,1.0,0.25032340686401844,1.9997130823726854,0.9998565411863427,1.0,1.0,14022,5223,3459,4,"{""V0001"": 682, ""V0002"": 681, ""V0003"": 703, ""V0004"": 759}",1.0,1.0,32,0.4569911504424779,4,1.4009132420091324,0,1.0,0.24600065295461965,1.998565895673439,0.9992829478367194,1.0,1.0,2825,1534,1095
italian_old_ud218,Italian,4,40814041439,a7d6fd9c627069c05a84e9ad2b592a9274026d95c9b5a02f6411b326eeed674b,False,4,"{""V0001"": 3523, ""V0002"": 3447, ""V0003"": 3488, ""V0004"": 3564}",1.0,1.0,32,0.6248751961203822,4,1.5206707140792137,0,1.0,0.24965970844026975,1.9998905621873517,0.9999452810936759,1.0,1.0,14022,5260,3459,4,"{""V0001"": 714, ""V0002"": 757, ""V0003"": 662, ""V0004"": 692}",1.0,1.0,32,0.4545132743362832,4,1.4073059360730593,0,1.0,0.24792686908259876,1.998271587847623,0.9991357939238115,1.0,1.0,2825,1541,1095
italian_old_ud218,Italian,4,40814041440,e74d6f669dd6b16fb3602e22ddde15ae0affa7b59320e13486d04af9466cb1dc,False,4,"{""V0001"": 3560, ""V0002"": 3483, ""V0003"": 3408, ""V0004"": 3571}",1.0,1.0,32,0.6270146911995436,4,1.5119976871928302,0,1.0,0.2499285647489116,1.9997457999764934,0.9998728999882467,1.0,1.0,14022,5230,3459,4,"{""V0001"": 736, ""V0002"": 701, ""V0003"": 688, ""V0004"": 700}",1.0,1.0,32,0.45734513274336286,4,1.4,0,1.0,0.25259549461312436,1.9995387827679365,0.9997693913839683,1.0,1.0,2825,1533,1095
italian_old_ud218,Italian,4,40814041441,e9a424cae47027c73ea8ee256af2d36b05805b823587905892f7ac16d1e5450b,False,4,"{""V0001"": 3531, ""V0002"": 3525, ""V0003"": 3542, ""V0004"": 3424}",1.0,1.0,32,0.6258736271573242,4,1.5166233015322348,0,1.0,0.24944670150975157,1.9998671862040522,0.9999335931020261,1.0,1.0,14022,5246,3459,4,"{""V0001"": 709, ""V0002"": 712, ""V0003"": 688, ""V0004"": 716}",1.0,1.0,32,0.45876106194690264,4,1.3963470319634703,0,1.0,0.25122428991185114,1.9998296658086228,0.9999148329043114,1.0,1.0,2825,1529,1095
italian_old_ud218,Italian,4,40814041442,c39ed03ee4454a9a481c2de6f4f07692c24b2869fe1972cbf74e1860140dfc7a,False,4,"{""V0001"": 3478, ""V0002"": 3487, ""V0003"": 3576, ""V0004"": 3481}",1.0,1.0,32,0.6264441591784339,4,1.5143104943625325,0,1.0,0.2498597271433173,1.999902556482632,0.999951278241316,1.0,1.0,14022,5238,3459,4,"{""V0001"": 707, ""V0002"": 699, ""V0003"": 704, ""V0004"": 715}",1.0,1.0,32,0.464070796460177,4,1.382648401826484,0,1.0,0.25200783545543587,1.9999513275954541,0.9999756637977271,1.0,1.0,2825,1514,1095
latin_udante_ud218,Latin,1,40814041438,ffbcdd957d38d3472f91c3a43d3d93ccda5d32fe846c7595cb4be200cbc50ee4,False,1,"{""V0003"": 13860}",1.0,1.0,25,0.6948773448773449,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,13860,4229,4229,1,"{""V0003"": 2863}",1.0,1.0,24,0.5371987425777157,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,2863,1325,1325
latin_udante_ud218,Latin,1,40814041439,2ea40b299ff7f65d522e7bcd4dc9ebbdb158411a8c2a9914dd6a2cfead62bb21,False,1,"{""V0003"": 13860}",1.0,1.0,25,0.6948773448773449,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,13860,4229,4229,1,"{""V0003"": 2863}",1.0,1.0,24,0.5371987425777157,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,2863,1325,1325
latin_udante_ud218,Latin,1,40814041440,58b7a0ecdd4220300c610b390b034ce8314f0c34d6ae95fbdbee258311b954b7,False,1,"{""V0002"": 13860}",1.0,1.0,25,0.6948773448773449,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,13860,4229,4229,1,"{""V0002"": 2863}",1.0,1.0,24,0.5371987425777157,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,2863,1325,1325
latin_udante_ud218,Latin,1,40814041441,5158e09389dc707976e15debd8e7ea2377aba291011495a3b97eab0c5fa3aff3,False,1,"{""V0001"": 13860}",1.0,1.0,25,0.6948773448773449,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,13860,4229,4229,1,"{""V0001"": 2863}",1.0,1.0,24,0.5371987425777157,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,2863,1325,1325
latin_udante_ud218,Latin,1,40814041442,de471d4cf6c2a379edfdf6f68bfb767ea93d358f393d8e62e686f78f4928d481,False,1,"{""V0004"": 13860}",1.0,1.0,25,0.6948773448773449,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,13860,4229,4229,1,"{""V0004"": 2863}",1.0,1.0,24,0.5371987425777157,1,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,2863,1325,1325
latin_udante_ud218,Latin,2,40814041438,ffbcdd957d38d3472f91c3a43d3d93ccda5d32fe846c7595cb4be200cbc50ee4,False,2,"{""V0002"": 6922, ""V0003"": 6938}",1.0,1.0,26,0.6201298701298701,2,1.2449751714353274,0,1.0,0.5001500162693701,0.9999990387017659,0.9999990387017659,1.0,1.0,13860,5265,4229,2,"{""V0002"": 1421, ""V0003"": 1442}",1.0,1.0,25,0.4509256025148446,2,1.1864150943396226,0,1.0,0.5026460571129159,0.9999611899384878,0.9999611899384878,1.0,1.0,2863,1572,1325
latin_udante_ud218,Latin,2,40814041439,2ea40b299ff7f65d522e7bcd4dc9ebbdb158411a8c2a9914dd6a2cfead62bb21,False,2,"{""V0003"": 6903, ""V0004"": 6957}",1.0,1.0,26,0.6195526695526695,2,1.2468668716008513,0,1.0,0.4998626611618443,0.9999890501870319,0.9999890501870319,1.0,1.0,13860,5273,4229,2,"{""V0003"": 1426, ""V0004"": 1437}",1.0,1.0,25,0.4467341949004541,2,1.1954716981132076,0,1.0,0.5098244694786481,0.9999893515036573,0.9999893515036573,1.0,1.0,2863,1584,1325
latin_udante_ud218,Latin,2,40814041440,58b7a0ecdd4220300c610b390b034ce8314f0c34d6ae95fbdbee258311b954b7,False,2,"{""V0002"": 6846, ""V0003"": 7014}",1.0,1.0,26,0.6193362193362193,2,1.2475762591629227,0,1.0,0.500454274618515,0.9998940142978389,0.9998940142978389,1.0,1.0,13860,5276,4229,2,"{""V0002"": 1428, ""V0003"": 1435}",1.0,1.0,25,0.4530213063220398,2,1.1818867924528302,0,1.0,0.5046371495939219,0.9999956878053148,0.9999956878053148,1.0,1.0,2863,1566,1325
latin_udante_ud218,Latin,2,40814041441,5158e09389dc707976e15debd8e7ea2377aba291011495a3b97eab0c5fa3aff3,False,2,"{""V0001"": 6917, ""V0004"": 6943}",1.0,1.0,26,0.6194805194805195,2,1.2471033341215418,0,1.0,0.5003739842208239,0.9999974615709255,0.9999974615709255,1.0,1.0,13860,5274,4229,2,"{""V0001"": 1416, ""V0004"": 1447}",1.0,1.0,25,0.4509256025148446,2,1.1864150943396226,0,1.0,0.5037463976945245,0.9999154266134187,0.9999154266134187,1.0,1.0,2863,1572,1325
latin_udante_ud218,Latin,2,40814041442,de471d4cf6c2a379edfdf6f68bfb767ea93d358f393d8e62e686f78f4928d481,False,2,"{""V0003"": 6947, ""V0004"": 6913}",1.0,1.0,26,0.618975468975469,2,1.248758571766375,0,1.0,0.49966827388322393,0.9999956591342722,0.9999956591342722,1.0,1.0,13860,5281,4229,2,"{""V0003"": 1404, ""V0004"": 1459}",1.0,1.0,25,0.44987775061124696,2,1.1886792452830188,0,1.0,0.5115535761068902,0.9997337718698364,0.9997337718698364,1.0,1.0,2863,1575,1325
latin_udante_ud218,Latin,4,40814041438,ffbcdd957d38d3472f91c3a43d3d93ccda5d32fe846c7595cb4be200cbc50ee4,False,4,"{""V0001"": 3452, ""V0002"": 3470, ""V0003"": 3602, ""V0004"": 3336}",1.0,1.0,28,0.5383116883116883,4,1.513123669898321,0,1.0,0.2502102340676383,1.9994656976972116,0.9997328488486058,1.0,1.0,13860,6399,4229,4,"{""V0001"": 720, ""V0002"": 701, ""V0003"": 734, ""V0004"": 708}",1.0,1.0,27,0.36465246245197347,4,1.3728301886792453,0,1.0,0.24673827613308882,1.9997790584417237,0.9998895292208618,1.0,1.0,2863,1819,1325
latin_udante_ud218,Latin,4,40814041439,2ea40b299ff7f65d522e7bcd4dc9ebbdb158411a8c2a9914dd6a2cfead62bb21,False,4,"{""V0001"": 3459, ""V0002"": 3498, ""V0003"": 3444, ""V0004"": 3459}",1.0,1.0,28,0.5374458874458874,4,1.5159612201466068,0,1.0,0.25033066966417483,1.9999759751431485,0.9999879875715743,1.0,1.0,13860,6411,4229,4,"{""V0001"": 717, ""V0002"": 731, ""V0003"": 709, ""V0004"": 706}",1.0,1.0,27,0.36046105483758295,4,1.3818867924528302,0,1.0,0.25182080167670945,1.9998684541496263,0.9999342270748132,1.0,1.0,2863,1831,1325
latin_udante_ud218,Latin,4,40814041440,58b7a0ecdd4220300c610b390b034ce8314f0c34d6ae95fbdbee258311b954b7,False,4,"{""V0001"": 3481, ""V0002"": 3365, ""V0003"": 3590, ""V0004"": 3424}",1.0,1.0,28,0.5362914862914863,4,1.5197446204776544,0,1.0,0.2502186856884479,1.9995872228958067,0.9997936114479034,1.0,1.0,13860,6427,4229,4,"{""V0001"": 728, ""V0002"": 700, ""V0003"": 739, ""V0004"": 696}",1.0,1.0,27,0.3677960181627663,4,1.3660377358490565,0,1.0,0.25192559601781506,1.9995326574191916,0.9997663287095958,1.0,1.0,2863,1810,1325
latin_udante_ud218,Latin,4,40814041441,5158e09389dc707976e15debd8e7ea2377aba291011495a3b97eab0c5fa3aff3,False,4,"{""V0001"": 3454, ""V0002"": 3439, ""V0003"": 3463, ""V0004"": 3504}",1.0,1.0,28,0.5382395382395382,4,1.5133601324190116,0,1.0,0.25045533107111617,1.9999651807101422,0.9999825903550711,1.0,1.0,13860,6400,4229,4,"{""V0001"": 689, ""V0002"": 723, ""V0003"": 727, ""V0004"": 724}",1.0,1.0,27,0.3608103388054488,4,1.381132075471698,0,1.0,0.25548860361540476,1.9996582843543298,0.9998291421771649,1.0,1.0,2863,1830,1325
latin_udante_ud218,Latin,4,40814041442,de471d4cf6c2a379edfdf6f68bfb767ea93d358f393d8e62e686f78f4928d481,False,4,"{""V0001"": 3474, ""V0002"": 3487, ""V0003"": 3460, ""V0004"": 3439}",1.0,1.0,28,0.5369408369408369,4,1.5176164577914402,0,1.0,0.24983836275201676,1.9999809750397817,0.9999904875198908,1.0,1.0,13860,6418,4229,4,"{""V0001"": 752, ""V0002"": 708, ""V0003"": 696, ""V0004"": 707}",1.0,1.0,27,0.366049598323437,4,1.369811320754717,0,1.0,0.2553314121037464,1.9993581767138813,0.9996790883569406,1.0,1.0,2863,1815,1325
