source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich,variant_count,phase3a3_mechanism
french_profiterole_ud218,French,base_form_suffix_K2,40814041439,hmm_token_aware,categorical_hmm,16,387,10000,7474365170953106081,2.8119995443584505,2.48270927507321,0.32929026928524063,0.11710182170757344,0.30806597188447765,0.3512449686789132,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041439,slot_grammar,finite_template_slot_grammar,16,387,10000,8893881267769423500,2.882106535616684,2.4367096475394976,0.4453968880771866,0.15453866211156042,0.4255717774365359,0.46568722562834064,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041439,token_markov,exact_token_markov,1,387,10000,7816873668569050201,2.111969749294131,2.4367096475394976,-0.32473989824536664,-0.15376162388400783,-0.3556846158959719,-0.29478186493904823,0.0,1.0,False,False,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041439,copy_edit,local_copy_edit,16,387,10000,8816188054691896862,3.904459201291233,2.4367096475394976,1.4677495537517355,0.37591622247361167,1.439507601814171,1.4964603818550726,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041440,hmm_space_free,categorical_hmm,16,387,10000,6589514850513463562,3.3085141463361802,2.9057979430683463,0.40271620326783397,0.12172116710270031,0.37858579483583676,0.42705853626205537,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041440,hmm_token_aware,categorical_hmm,16,387,10000,9026357211487857022,2.818465323212672,2.4823584731068005,0.3361068501058715,0.11925172445363097,0.3162186493892427,0.35581196775068824,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041440,slot_grammar,finite_template_slot_grammar,16,387,10000,8475289920162120069,2.886098544892451,2.4364684692366843,0.44963007565576696,0.15579165737479084,0.429602938129783,0.4698940352605058,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041440,token_markov,exact_token_markov,1,387,10000,742567912764579163,2.0977774125082664,2.4364684692366843,-0.3386910567284178,-0.16145233269694326,-0.3711796194120518,-0.3073843751528901,0.0,1.0,False,False,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041440,copy_edit,local_copy_edit,16,387,10000,4620991311683946595,3.903772868184932,2.4364684692366843,1.4673043989482477,0.3758682814019543,1.438202148178803,1.4954653897367443,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041441,hmm_space_free,categorical_hmm,16,387,10000,34335609316440272,3.2952460292295203,2.9045162047083517,0.39072982452116856,0.11857379420392689,0.36620739630267585,0.41581262106361644,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041441,hmm_token_aware,categorical_hmm,16,387,10000,8041764405856879523,2.8132506975745097,2.4833989802401835,0.3298517173343263,0.11724931504281277,0.3084847424460762,0.3509779022047253,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041441,slot_grammar,finite_template_slot_grammar,16,387,10000,1572153593476254211,2.8822837938549655,2.4371850687139194,0.4450987251410461,0.15442571133696037,0.4249996582939336,0.46559494927773976,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041441,token_markov,exact_token_markov,1,387,10000,615469904735985214,2.13576896154009,2.4371850687139194,-0.3014161071738295,-0.14112767466967968,-0.3320689976858975,-0.27193792556899615,0.0,1.0,False,False,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041441,copy_edit,local_copy_edit,16,387,10000,2868563291955408777,3.9014220021823602,2.4371850687139194,1.4642369334684409,0.37530852408413706,1.4353310306029772,1.492986428663697,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041442,hmm_space_free,categorical_hmm,16,387,10000,3559703874241408327,3.299913358240756,2.903350984469108,0.3965623737716477,0.12017357146099816,0.37286214779358073,0.4206242873855354,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041442,hmm_token_aware,categorical_hmm,16,387,10000,8258875153499945151,2.8338820266763696,2.4819409680768962,0.35194105859947333,0.12419044098749465,0.3308257224784082,0.373291873482717,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041442,slot_grammar,finite_template_slot_grammar,16,387,10000,4471114849553490287,2.8902286140612516,2.435911097522986,0.4543175165382656,0.15719085830372226,0.43394938215247336,0.47480434598920745,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041442,token_markov,exact_token_markov,1,387,10000,8417364060359041285,2.106827719832308,2.435911097522986,-0.3290833776906781,-0.15619852282789948,-0.3602601713800481,-0.2992548402854929,0.0,1.0,False,False,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K2,40814041442,copy_edit,local_copy_edit,16,387,10000,20160095005118177,3.9056929707377446,2.435911097522986,1.4697818732147585,0.3763178222729402,1.4416666119675416,1.4979937197575737,1.0,0.0,True,True,2,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041438,hmm_space_free,categorical_hmm,16,387,10000,7481563171941831974,3.4807755797418976,3.117810779463019,0.36296480027887856,0.10427698998790169,0.3383416595107112,0.3865432553338592,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041438,hmm_token_aware,categorical_hmm,16,387,10000,1606045160631966872,2.9814267495986884,2.6575230982885927,0.3239036513100957,0.10864048608730503,0.3027010617793184,0.34493933985113984,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041438,slot_grammar,finite_template_slot_grammar,16,387,10000,2844344002665412942,3.0455376926273403,2.6067988653811485,0.43873882724619184,0.1440595623913289,0.4180720286086962,0.4596201633791781,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041438,token_markov,exact_token_markov,1,387,10000,1588788276337360608,2.4304109221851475,2.6067988653811485,-0.17638794319600093,-0.0725753581774613,-0.20547855568803325,-0.14905325275244424,0.0,1.0,False,False,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041438,copy_edit,local_copy_edit,16,387,10000,7528037026881249392,4.087241218733625,2.6067988653811485,1.4804423533524762,0.3622106634095774,1.4517354963985933,1.5081164613431044,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041439,hmm_space_free,categorical_hmm,16,387,10000,7530189158395007059,3.491854430698129,3.1171646660222687,0.37468976467586046,0.107303947547707,0.3497809548225574,0.4001452769306002,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041439,hmm_token_aware,categorical_hmm,16,387,10000,1588517294597964305,2.993558040779364,2.6571978814465615,0.3363601593328025,0.11236132881032501,0.31606766839133377,0.3566793405712104,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041439,slot_grammar,finite_template_slot_grammar,16,387,10000,3643738961050717705,3.072186413055064,2.606709038711838,0.46547737434322567,0.15151338875961717,0.4443565357461926,0.4862978650023674,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041439,token_markov,exact_token_markov,1,387,10000,5597251530933761516,2.427859413409136,2.606709038711838,-0.1788496253027021,-0.07366556082897979,-0.2075819656955228,-0.14951860055551025,0.0,1.0,False,False,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041439,copy_edit,local_copy_edit,16,387,10000,9127732940254293016,4.086367604623588,2.606709038711838,1.4796585659117496,0.36209629408709243,1.4507198949730076,1.5075135944773603,1.0,0.0,True,True,4,base_form_suffix_variation
