leaf_group,feature,feature_value,comparison_group,other_mean,other_median,other_population_sd,descriptive_z_vs_others,percentile_rank_among_all15
f49,final_initial_mutual_information_bits,0.39809903105552813,other_14,0.6504141715221085,0.5990264368661071,0.3389750085261801,-0.7443473239033586,0.23333333333333334
f49,normalized_mutual_information_joint_fraction,0.07852703090868215,other_14,0.12230484451557547,0.12110008940220271,0.04955004133694724,-0.8835071056590657,0.23333333333333334
f49,distinct_final_glyphs,10.0,other_14,15.0,14.0,4.358898943540674,-1.1470786693528088,0.13333333333333333
f49,distinct_initial_glyphs,16.0,other_14,18.0,17.0,4.735881272643079,-0.42230788418473314,0.36666666666666664
f49,distinct_boundary_pairs,55.0,other_14,68.42857142857143,60.5,21.888399686051205,-0.6135017461842603,0.3
f49,effective_final_glyphs,6.69040561467715,other_14,6.763207172563932,6.028276237053357,2.545053033077732,-0.02860512411356019,0.5666666666666667
f49,effective_initial_glyphs,6.614283647315361,other_14,9.244711903668804,8.607339734408601,3.027001520861043,-0.8689880854784663,0.1
f49,effective_boundary_pairs,33.58114607895045,other_14,38.553803429304075,34.18066793355423,15.380432733574445,-0.32331062698246804,0.5
f49,possible_boundary_pairs_from_observed_marginals,160.0,other_14,284.14285714285717,246.0,173.00117965859454,-0.7175838765252597,0.16666666666666666
f49,observed_pair_support_fraction,0.34375,other_14,0.2647375325898841,0.26845238095238094,0.0526338614395356,1.5011717789484886,0.9
f49,max_boundary_pair_probability,0.09523809523809523,other_14,0.12404423405988016,0.11190701190701191,0.05644380441081682,-0.5103507660845157,0.36666666666666664
f49,top5_boundary_pair_probability_mass,0.3333333333333333,other_14,0.36739368277914874,0.3603731815306768,0.08966364175961407,-0.37986801313658836,0.36666666666666664
f49,boundary_pair_simpson_concentration,0.040952380952380955,other_14,0.04673959615770148,0.04143160038902835,0.01870887947574202,-0.3093298672870409,0.5
f49,boundary_pair_effective_simpson_pairs,24.418604651162788,other_14,25.635426472472897,24.14092879256964,12.165135874237542,-0.10002533747995432,0.5
f49,boundary_boost_bits_per_event,0.06180864967209372,other_14,0.05107873957873962,0.046750374152064095,0.03414785075700483,0.3142191925842669,0.7666666666666667
f49,space_free_delta_bits_per_event,-0.1616437878087494,other_14,0.009537485351001516,0.03272079544618261,0.10186423865846972,-1.6804844900837796,0.1
f49,token_aware_delta_bits_per_event,-0.09983513813665569,other_14,0.060616224929741135,0.07282586043234601,0.0776826483020615,-2.0654723618908712,0.1
