relation,runs,mean_delta_bits_per_event,median_delta_bits_per_event,sd_delta_bits_per_event,min_delta_bits_per_event,max_delta_bits_per_event,positive_direction_runs,strong_direction_runs
hmm_space_free,20,0.3626609887411804,0.3385485304043774,0.05794118022492352,0.30136044874200385,0.4685653930162341,20,20
hmm_token_aware,20,0.3670913926478524,0.3566276218573827,0.04026266895957758,0.31988827867675607,0.4516373415993602,20,20
slot_grammar,20,0.5061170399098529,0.47501123390950073,0.07767340635672106,0.4380712926942092,0.6436955356814411,20,20
token_markov,20,0.09472582212360534,0.11026917606244235,0.044693710089621995,0.023898556996746034,0.13400360252656585,20,20
copy_edit,20,1.4510457788773456,1.473403012329257,0.049631799419621966,1.3651813772736165,1.491414876072111,20,20
