source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich,phase3a6_allocation
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041439,slot_grammar,finite_template_slot_grammar,16,657,10000,7165609977462932423,3.419132248530644,2.973615602726642,0.44551664580400185,0.13030108618801173,0.42416010470969556,0.4666460004589532,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041439,token_markov,exact_token_markov,1,657,10000,944229130291931794,3.107216292161125,2.973615602726642,0.13360068943448278,0.04299690683636359,0.12471106373775678,0.14244335140145575,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041439,copy_edit,local_copy_edit,16,657,10000,8731834294636999588,4.463096118801413,2.973615602726642,1.4894805160747713,0.3337325651132914,1.461640406874671,1.5167674428419815,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041440,hmm_space_free,categorical_hmm,16,657,10000,5349876794174910267,3.9606920353240236,3.6435283454189427,0.3171636899050809,0.0800778467693043,0.2906694675066385,0.344294742528878,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041440,hmm_token_aware,categorical_hmm,16,657,10000,8052743818075812405,3.4235122211372673,3.084255120349062,0.33925710078820526,0.09909621431861182,0.3175499219937659,0.3607802007406081,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041440,slot_grammar,finite_template_slot_grammar,16,657,10000,6684842378273935139,3.413386511331829,2.974613494948705,0.43877301638312405,0.12854477948116239,0.41818271647751387,0.4595976538712634,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041440,token_markov,exact_token_markov,1,657,10000,667240388949667387,3.1086170974752707,2.974613494948705,0.13400360252656585,0.04310714324880971,0.12520784020097764,0.1427444301692679,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041440,copy_edit,local_copy_edit,16,657,10000,2018404968312343413,4.461541537437658,2.974613494948705,1.4869280424889535,0.33327674527108,1.4595095859123175,1.5146702661288651,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041441,hmm_space_free,categorical_hmm,16,657,10000,8474937519251223752,3.98181748936292,3.6536968431392967,0.32812064622362325,0.08240474283418797,0.30037496675931574,0.35554318514046623,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041441,hmm_token_aware,categorical_hmm,16,657,10000,7097283657897004810,3.4464873151286404,3.090049997096519,0.3564373180321212,0.10342046421221684,0.3331559301407699,0.37963876599066637,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041441,slot_grammar,finite_template_slot_grammar,16,657,10000,8768503014931215511,3.4226737328478642,2.9776542824338144,0.4450194504140499,0.1300209967848054,0.4237086184040649,0.46728904734866455,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041441,token_markov,exact_token_markov,1,657,10000,695227342318512195,3.110720859021174,2.9776542824338144,0.13306657658735954,0.04277676545661846,0.12411749722275393,0.1416630926538263,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041441,copy_edit,local_copy_edit,16,657,10000,6040187719089408514,4.463753048255145,2.9776542824338144,1.486098765821331,0.33292584732084096,1.457894156439619,1.5134493821308053,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041442,hmm_space_free,categorical_hmm,16,657,10000,4113416387543412677,3.950463691422913,3.6491032426809094,0.30136044874200385,0.07628482939769965,0.27475856575431445,0.3282957607510831,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041442,hmm_token_aware,categorical_hmm,16,657,10000,5313007774735579417,3.4446178233525506,3.0877998976699064,0.35681792568264425,0.10358708686450535,0.3344822327723518,0.37907134927287095,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041442,slot_grammar,finite_template_slot_grammar,16,657,10000,7551184922109198517,3.43017601562771,2.976818967573862,0.453357048053848,0.13216728412430612,0.432840355547783,0.4746362945411522,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041442,token_markov,exact_token_markov,1,657,10000,7203474092954797256,3.110622395834755,2.976818967573862,0.13380342826089286,0.04301500189803198,0.12459116427474959,0.14268226411441906,1.0,0.0,True,True,balanced16
german_rem_v21,German,recurrence_avoiding_surface_allocation,40814041442,copy_edit,local_copy_edit,16,657,10000,4176533498340279117,4.464469283163096,2.976818967573862,1.4876503155892338,0.3332199688772922,1.4594148897236472,1.5157342459735028,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041438,hmm_space_free,categorical_hmm,16,109,10000,442177747268448503,3.9251694244737374,3.581470607836181,0.3436988166375565,0.08756279779786513,0.3204876423429636,0.36696340965339747,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041438,hmm_token_aware,categorical_hmm,16,109,10000,1445451645114841094,3.3316348024190177,2.9636537838596944,0.3679810185593233,0.11045058668859542,0.3492629633539945,0.3864803289609237,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041438,slot_grammar,finite_template_slot_grammar,16,109,10000,882402623388793470,3.4371726659657025,2.9435072923057097,0.49366537365999275,0.14362542171598858,0.4732258927407041,0.5151464184782719,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041438,token_markov,exact_token_markov,1,109,10000,7217627823245120023,3.0767059560770327,2.9435072923057097,0.13319866377132294,0.0432926206380666,0.1256963397155214,0.14043961117066192,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041438,copy_edit,local_copy_edit,16,109,10000,7743850292719748787,4.403589767309158,2.9435072923057097,1.460082475003448,0.33156641561905553,1.4342317796682973,1.486303883424157,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041439,hmm_space_free,categorical_hmm,16,109,10000,3255722702121259880,3.926384460011854,3.583140002164756,0.3432444578470979,0.08741998175238841,0.3208423918855261,0.3660498840999343,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041439,hmm_token_aware,categorical_hmm,16,109,10000,3760393719624095889,3.3272427624439826,2.962085397575433,0.36515736486854955,0.10974773737288956,0.3462294351041883,0.38409216594004914,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041439,slot_grammar,finite_template_slot_grammar,16,109,10000,1832953366265801460,3.4358667712179125,2.9422558225076614,0.49361094871025113,0.14366417023069866,0.47360760354548803,0.5135702906824332,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041439,token_markov,exact_token_markov,1,109,10000,4982753902313064228,3.074709637985944,2.9422558225076614,0.1324538154782826,0.043078479295054706,0.12495650425104399,0.1398234167665518,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041439,copy_edit,local_copy_edit,16,109,10000,621126961121827655,4.400461188071244,2.9422558225076614,1.4582053655635825,0.3313755770682584,1.4315615944952116,1.4843181913405548,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041440,hmm_space_free,categorical_hmm,16,109,10000,2468372105896050941,3.9387748851966737,3.5854723380452986,0.3533025471513751,0.08969858838066946,0.33012866772103194,0.3758446969209392,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041440,hmm_token_aware,categorical_hmm,16,109,10000,1550338223796840787,3.3095570839151502,2.963302571377526,0.3462545125376244,0.104622613769215,0.32811895410244,0.36403480258868576,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041440,slot_grammar,finite_template_slot_grammar,16,109,10000,6607092568138510487,3.4418472510265707,2.9433321299479465,0.4985151210786243,0.1448394088174414,0.4774472796333085,0.519606462040296,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041440,token_markov,exact_token_markov,1,109,10000,7862497063998212445,3.076497106796816,2.9433321299479465,0.13316497684886963,0.04328460980986193,0.12573557060583473,0.14046224788002007,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041440,copy_edit,local_copy_edit,16,109,10000,8769515898490900023,4.404228665188545,2.9433321299479465,1.4608965352405985,0.33170315310548426,1.4354116953028275,1.486299727954438,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041441,hmm_space_free,categorical_hmm,16,109,10000,4720174387693109343,3.932610704757028,3.5869048437211624,0.3457058610358654,0.08790747088637252,0.32330127706650746,0.368237413156901,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041441,hmm_token_aware,categorical_hmm,16,109,10000,2337745731570936075,3.316951343526287,2.9617211669025236,0.3552301766237633,0.10709538363204163,0.3367649584457947,0.37311567411210417,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041441,slot_grammar,finite_template_slot_grammar,16,109,10000,3058799171739453375,3.4378708003497622,2.9409471583067592,0.496923642043003,0.14454401311196663,0.4775554176045711,0.5164642879341312,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041441,token_markov,exact_token_markov,1,109,10000,4983216916192911585,3.0745214428353558,2.9409471583067592,0.13357428452859654,0.04344555307619291,0.12600302342318265,0.14106989527863545,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041441,copy_edit,local_copy_edit,16,109,10000,3352138221557060674,4.402706882720403,2.9409471583067592,1.4617597244136435,0.33201386405047983,1.4353991296984225,1.487666115018572,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041442,hmm_space_free,categorical_hmm,16,109,10000,5371093421503181162,3.955140928643499,3.5754496929979767,0.37969123564552243,0.09599942012072527,0.35723685036427555,0.4016344966270846,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041442,hmm_token_aware,categorical_hmm,16,109,10000,1840767899961105442,3.3237320122851277,2.9597849975551855,0.3639470147299422,0.10949950639363426,0.3457610081567423,0.38168886387391887,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041442,slot_grammar,finite_template_slot_grammar,16,109,10000,4259166028534883701,3.4396540120894095,2.940960059317765,0.4986939527716445,0.1449837544761412,0.47757341665632547,0.5198101985703355,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041442,token_markov,exact_token_markov,1,109,10000,7179098097722824706,3.0742453181067715,2.940960059317765,0.13328525878900654,0.043355440115328325,0.125669486941098,0.14057886637435363,1.0,0.0,True,True,balanced16
italian_old_ud218,Italian,recurrence_avoiding_surface_allocation,40814041442,copy_edit,local_copy_edit,16,109,10000,7407219189560626968,4.401411779977745,2.940960059317765,1.46045172065998,0.3318143799459192,1.4345641257371293,1.4858335988684939,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041438,hmm_space_free,categorical_hmm,16,106,10000,8883239847897534171,3.8292601193352067,3.365507182591761,0.46375293674344586,0.12110771331563586,0.43274516985202915,0.4941187407460349,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041438,hmm_token_aware,categorical_hmm,16,106,10000,6714485605374882842,3.360563446420937,2.908926104821577,0.4516373415993602,0.13439333873620585,0.425424403969655,0.4777548044614538,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041438,slot_grammar,finite_template_slot_grammar,16,106,10000,1576440988395055584,3.522569370877997,2.8942899384729985,0.6282794324049985,0.178358285176482,0.6056346694177468,0.6501540030355777,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041438,token_markov,exact_token_markov,1,106,10000,6707695147375501503,2.9187738789818223,2.8942899384729985,0.024483940508823743,0.008388433473772494,0.008647001556206159,0.03927205122779722,0.9989,0.0011,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041438,copy_edit,local_copy_edit,16,106,10000,7697422372117397840,4.261697150565261,2.8942899384729985,1.367407212092263,0.3208597804541069,1.3358499023389878,1.3989369070768074,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041439,hmm_space_free,categorical_hmm,16,106,10000,2572379968722050272,3.839071662298014,3.3725872890376754,0.46648437326033854,0.12150968106208981,0.43487030322452547,0.4984852694237679,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041439,hmm_token_aware,categorical_hmm,16,106,10000,5959550720054421310,3.328611080165594,2.909136904506313,0.419474175659281,0.1260207833107414,0.3925288241779961,0.44566279619253174,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041439,slot_grammar,finite_template_slot_grammar,16,106,10000,3687346645176865571,3.526610866316942,2.8948023090336985,0.6318085572832435,0.17915459948181922,0.6103688644997999,0.653901546872149,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041439,token_markov,exact_token_markov,1,106,10000,7123393271103212731,2.9187008660304445,2.8948023090336985,0.023898556996746034,0.008188080277390375,0.007977401162652487,0.03884334141962151,0.9983,0.0017,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041439,copy_edit,local_copy_edit,16,106,10000,2894473070262062,4.264861666367911,2.8948023090336985,1.3700593573342124,0.3212435629831337,1.338186154559918,1.4017701677534142,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041440,hmm_space_free,categorical_hmm,16,106,10000,2966410367251377155,3.841217620813853,3.372652227797619,0.4685653930162341,0.12198355815022977,0.43655974226870453,0.4995904327477748,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041440,hmm_token_aware,categorical_hmm,16,106,10000,6683613412916857861,3.330694042545558,2.910063834023775,0.420630208521783,0.12628905661965473,0.39290310255975935,0.44648048697090925,1.0,0.0,True,True,balanced16
latin_udante_ud218,Latin,recurrence_avoiding_surface_allocation,40814041440,slot_grammar,finite_template_slot_grammar,16,106,10000,9065474303910832060,3.5358481921155893,2.8958720736268893,0.6399761184887001,0.1809964918504563,0.6172140965553341,0.6619794412571186,1.0,0.0,True,True,balanced16
