source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich,factorization,phase3a5_mechanism
french_profiterole_ud218,French,compositional_affix_4x4,40814041438,slot_grammar,finite_template_slot_grammar,16,387,10000,4631882410952654525,3.0353615090416755,2.5203018921722555,0.5150596168694199,0.1696864163741848,0.49612706775533233,0.5342364081569532,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041438,token_markov,exact_token_markov,1,387,10000,7246025056264140953,2.531401034303802,2.5203018921722555,0.01109914213154628,0.004384584655350299,-0.0049343660750991725,0.0266661084476175,0.9196,0.0804,True,False,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041438,copy_edit,local_copy_edit,16,387,10000,1354328165195721825,4.287761772504558,2.5203018921722555,1.7674598803323023,0.41221037317562936,1.7413307281707755,1.7937797374324034,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041439,hmm_space_free,categorical_hmm,16,387,10000,8953337538469226198,3.2716756576968047,2.9439181985566956,0.3277574591401091,0.10018030313275117,0.3079368323891961,0.3475360239987447,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041439,hmm_token_aware,categorical_hmm,16,387,10000,8943921623834683227,2.8678488819146017,2.5628822443179904,0.30496663759661136,0.10633985616181174,0.28688074949986303,0.32315109096505956,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041439,slot_grammar,finite_template_slot_grammar,16,387,10000,6458474890165553850,3.0288174025433072,2.521649849201856,0.5071675533414512,0.16744738488215927,0.48803599849793683,0.5268705321758735,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041439,token_markov,exact_token_markov,1,387,10000,3559910418669909940,2.531781051815492,2.521649849201856,0.010131202613635981,0.0040016108843103915,-0.006083420940166228,0.02570883663352564,0.8877,0.1123,True,False,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041439,copy_edit,local_copy_edit,16,387,10000,8243360380523290898,4.287441001360588,2.521649849201856,1.7657911521587324,0.4118520002020719,1.7397537604196656,1.7915474599165613,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041440,hmm_space_free,categorical_hmm,16,387,10000,373749580757529868,3.2657346716494136,2.9448306239548088,0.3209040476946048,0.09826396812957472,0.29995615591154046,0.34119940775080554,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041440,hmm_token_aware,categorical_hmm,16,387,10000,6041190993905830994,2.883566450642291,2.562703405977093,0.3208630446651983,0.11127298439532352,0.3022754880501202,0.33929035829537424,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041440,slot_grammar,finite_template_slot_grammar,16,387,10000,6813459638022189393,3.0272597184830934,2.5217079503821984,0.505551768100895,0.16699980018702132,0.48611643788219094,0.524756446034992,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041440,token_markov,exact_token_markov,1,387,10000,4607349609457633773,2.522408720458579,2.5217079503821984,0.0007007700763805857,0.00027781781386060356,-0.016573059635448417,0.017371956293152285,0.5375,0.4625,True,False,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041440,copy_edit,local_copy_edit,16,387,10000,6425213018401845989,4.285437055409525,2.5217079503821984,1.7637291050273265,0.4115634140048712,1.7387587129576112,1.7888010192564865,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041441,hmm_space_free,categorical_hmm,16,387,10000,1048942405968767770,3.2632605984396066,2.9420407929893755,0.3212198054502311,0.09843522935429339,0.3004693969073038,0.3417293702655069,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041441,hmm_token_aware,categorical_hmm,16,387,10000,8949059433503933793,2.8763213029519945,2.5642713548816767,0.31204994807031783,0.10848925248721619,0.29288514534121773,0.330548873168801,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041441,slot_grammar,finite_template_slot_grammar,16,387,10000,295964143249093903,3.034078404774367,2.5222051742484424,0.5118732305259246,0.16870797726270048,0.4909716761413791,0.5328964921879814,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041441,token_markov,exact_token_markov,1,387,10000,4819714096026585871,2.5311062191775138,2.5222051742484424,0.0089010449290714,0.003516661948688715,-0.007762565520912689,0.02435888924376026,0.8564,0.1436,True,False,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041441,copy_edit,local_copy_edit,16,387,10000,4431693486318259248,4.284447265815477,2.5222051742484424,1.762242091567035,0.41131142064170556,1.7365303037370363,1.7877371275297957,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041442,hmm_space_free,categorical_hmm,16,387,10000,480719600801702802,3.2689505143222015,2.941514104802755,0.3274364095194464,0.10016560608209102,0.3068328366578233,0.3483694056752436,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041442,hmm_token_aware,categorical_hmm,16,387,10000,4192598396871690068,2.888678472610649,2.562634631986454,0.326043840624195,0.11286955045901392,0.3077027505257444,0.34449015694663676,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041442,slot_grammar,finite_template_slot_grammar,16,387,10000,8910333812914712657,3.0391454737990737,2.5213945658184285,0.5177509079806453,0.17036068606924315,0.4977683023141927,0.5376244414089676,1.0,0.0,True,True,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041442,token_markov,exact_token_markov,1,387,10000,6944777787919125564,2.5289944144977055,2.5213945658184285,0.007599848679276988,0.0030050871744556895,-0.008131028951599761,0.022673331845281326,0.8269,0.1731,True,False,4x4,compositional_affix_factorization
french_profiterole_ud218,French,compositional_affix_4x4,40814041442,copy_edit,local_copy_edit,16,387,10000,292281414121111266,4.286540625412985,2.5213945658184285,1.7651460595945565,0.4117880159888826,1.74041135126397,1.7898518744158192,1.0,0.0,True,True,4x4,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041438,hmm_space_free,categorical_hmm,16,657,10000,5628004333897251799,3.323167476089812,2.966301705220056,0.35686577086975557,0.10738723625499003,0.3342657770740617,0.3796171207606913,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041438,hmm_token_aware,categorical_hmm,16,657,10000,361830447412769687,2.909711480971209,2.5851844598632328,0.32452702110797604,0.11153237124378212,0.30473655910570496,0.3441500329036489,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041438,slot_grammar,finite_template_slot_grammar,16,657,10000,4622041704979053398,3.029689548523474,2.5087503768282353,0.5209391716952387,0.17194473669723664,0.5019287884867343,0.540120877973526,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041438,token_markov,exact_token_markov,1,657,10000,4047954801470313174,2.5869976570260906,2.5087503768282353,0.07824728019785532,0.030246366859027263,0.06732812812890442,0.08880542535898411,1.0,0.0,True,True,1x16,compositional_affix_factorization
