replicate,lag16_match_rate,short_lag_mean,cycle16_contrast,lag32_match_rate
185,0.4747233965998021,0.48517221373254404,-0.010448817132741928,0.4515076988879384
186,0.47260951695601333,0.4844264771840926,-0.011816960228079265,0.45070573139435416
187,0.4758478006656472,0.48471131576007215,-0.008863515094424956,0.4533789563729683
188,0.4733291355581542,0.4853912545219288,-0.012062118963774626,0.45450171086398633
189,0.47314923090761896,0.48469624493811486,-0.011547014030495906,0.45412745936698035
190,0.46752721057839347,0.4848525524611959,-0.017325341882802436,0.4548759623609923
191,0.47049563731222455,0.48418350363283097,-0.013687866320606423,0.45070573139435416
192,0.47274444544391475,0.48572856656873736,-0.012984121124822612,0.44797904191616766
193,0.478186561122605,0.48454414651334254,-0.006357585390737552,0.44974337040205303
194,0.475443015201943,0.4854652423130013,-0.010022227111058324,0.4568541488451668
195,0.4773769901951965,0.4851885907957489,-0.00781160060055236,0.44968990590248076
196,0.47602770531618244,0.48628496918865627,-0.010257263872473832,0.45268391787852863
197,0.4759827291535486,0.48438298155280496,-0.008400252399256347,0.4504384088964927
198,0.4780516326347036,0.4851078024797123,-0.007056169845008675,0.45091958939264326
199,0.4757578483403796,0.4838983934700882,-0.008140545129708576,0.4504384088964927
200,0.47229468381757667,0.48434651728825684,-0.012051833470680173,0.45279084687767324
201,0.47296932625708377,0.48480932877641225,-0.011840002519328485,0.45177502138579984
202,0.47305927858235136,0.4846815459123683,-0.011622267330016922,0.4518284858853721
203,0.47571287217774577,0.48394443715869817,-0.0082315649809524,0.45193541488451666
204,0.47413870648556267,0.4851567141321719,-0.011018007646609207,0.4562125748502994
205,0.47090042277592875,0.48547262756754617,-0.014572204791617416,0.4518284858853721
206,0.4706305658001259,0.4839755476709024,-0.013344981870776484,0.4533789563729683
207,0.47872627507421067,0.4850042818196906,-0.006278006745479903,0.4568006843455945
208,0.47517315822614015,0.48472079759576836,-0.009547639369628214,0.4514542343883661
209,0.4716200413780696,0.4847603885363123,-0.013140347158242693,0.4505988023952096
210,0.47206980300440765,0.4842575842674296,-0.012187781263021946,0.45140076988879385
211,0.473823873347126,0.4845591954357321,-0.010735322088606114,0.4542878528656972
212,0.4747233965998021,0.48388557318889064,-0.009162176589088522,0.4512938408896493
213,0.4733291355581542,0.48536098899287783,-0.012031853434723627,0.4495829769033362
214,0.47764684717099937,0.4838451643359942,-0.00619831716499486,0.45247005988023953
215,0.4770171808941261,0.4837211968946506,-0.006704016000524504,0.45498289136013687
216,0.47193487451650623,0.4853442469102945,-0.013409372393788255,0.4514542343883661
217,0.475443015201943,0.4850235651949106,-0.00958054999296759,0.4505988023952096
218,0.47305927858235136,0.4845975573590431,-0.011538278776691724,0.45247005988023953
219,0.47841144193577406,0.4847352179866044,-0.006323776050830343,0.4532185628742515
220,0.47611765764145003,0.4839280300728722,-0.007810372431422186,0.4539136013686912
221,0.47944589367635154,0.484954647157927,-0.005508753481575479,0.45375320786997436
222,0.47323918323288655,0.4854445847835963,-0.01220540155070976,0.4481394354148845
223,0.4736439686965908,0.48405796841224447,-0.010413999715653655,0.45300470487596234
224,0.4731942070702528,0.48392596696927276,-0.010731759899019977,0.4569076133447391
225,0.4746784204371683,0.4837943867419105,-0.009115966304742207,0.4505453378956373
226,0.4745884681119007,0.4841914757165055,-0.009603007604604807,0.44851368691189053
227,0.4703607088243231,0.4848058342738088,-0.014445125449485674,0.45102651839178787
228,0.4745884681119007,0.4848764331031685,-0.010287964991267828,0.4492621899059025
229,0.47081047045066116,0.4839678833448295,-0.01315741289416833,0.4518284858853721
230,0.47179994602860487,0.48571472466673676,-0.013914778638131897,0.4545551753635586
231,0.47764684717099937,0.4842096479664073,-0.0065628007954079415,0.45343242087254065
232,0.47422865881083026,0.48426091166037405,-0.010032252849543788,0.4518819503849444
233,0.4747233965998021,0.48466982095460853,-0.009946424354806416,0.4508126603934987
234,0.4728793739318161,0.4851474105533954,-0.01226803662157927,0.4494225834046193
235,0.4734190878834218,0.4841543101282601,-0.010735222244838305,0.45450171086398633
236,0.4765224431051543,0.4844173963364607,-0.0078949532313064,0.45273738237810096
237,0.47539803903930916,0.48549308338437963,-0.01009504434507047,0.4546086398631309
238,0.4749033012503373,0.48612980751509466,-0.011226506264757352,0.44626817792985457
239,0.478186561122605,0.48426294334897907,-0.006076382226374077,0.4549294268605646
