source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich,phase3b_evaluation_split,phase3b_allocation
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041439,token_markov,exact_token_markov,1,109,10000,5912634740365848978,3.0948074656725755,2.9620033946080597,0.13280407106451575,0.042911900833111916,0.12402588457497629,0.14102937380541888,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041439,copy_edit,local_copy_edit,16,109,10000,3383745032157183786,4.385552169553936,2.9620033946080597,1.4235487749458762,0.3245996672502629,1.3959641961711233,1.4515372690058232,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041440,hmm_space_free,categorical_hmm,16,109,10000,9144222831610767492,3.9179692105830357,3.603820659260501,0.3141485513225346,0.08018147525865471,0.2955358363374222,0.3326958346226241,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041440,hmm_token_aware,categorical_hmm,16,109,10000,2230371868000974050,3.301665940025021,2.978842698070772,0.3228232419542487,0.09777586461451704,0.3062641630242507,0.34001279630725334,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041440,slot_grammar,finite_template_slot_grammar,16,109,10000,6562694289606153071,3.4613838624361972,2.962524672114603,0.4988591903215944,0.14412131394478922,0.4803199737124494,0.5170645309022409,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041440,token_markov,exact_token_markov,1,109,10000,6590251745321629304,3.095571198306924,2.962524672114603,0.13304652619232105,0.042979636929394105,0.12446254783221161,0.1410562554527626,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041440,copy_edit,local_copy_edit,16,109,10000,8167139056027457951,4.382999993195546,2.962524672114603,1.4204753210809433,0.32408745683006646,1.3926788684757803,1.447407021991341,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041441,hmm_space_free,categorical_hmm,16,109,10000,548159315033831481,3.919428092589689,3.6071765629268766,0.31225152966281255,0.07966762555311946,0.2898904630984271,0.3354408248116826,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041441,hmm_token_aware,categorical_hmm,16,109,10000,6975329048429869311,3.305191283227616,2.9803974632131833,0.32479382001443247,0.09826778306678274,0.30703178938532594,0.3427048944947898,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041441,slot_grammar,finite_template_slot_grammar,16,109,10000,4153426811885758313,3.458398034283092,2.963122215793676,0.4952758184894157,0.14320960559766338,0.47600993178862927,0.5144853081242587,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041441,token_markov,exact_token_markov,1,109,10000,3148377537713763448,3.096564217928243,2.963122215793676,0.1334420021345668,0.04309356846597112,0.12457029103219819,0.14144319574065092,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041441,copy_edit,local_copy_edit,16,109,10000,4455417967848506588,4.386494865803243,2.963122215793676,1.4233726500095671,0.3244897562986029,1.3955018518756952,1.4513818517082946,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041442,hmm_space_free,categorical_hmm,16,109,10000,6623025312420954709,3.937253268573326,3.5968624847187436,0.3403907838545823,0.08645387041050678,0.31808214776656374,0.3633660241878302,1.0,0.0,True,True,reserved_test,balanced16
