source_id,language,factorization,seed,selected_context_order,validation_tokens,validation_events,recomputed_competitor_bits_per_event,recomputed_trigram_bits_per_event,recomputed_delta_bits_per_event,total_token_markov_bits,total_matched_trigram_bits,total_delta_bits,stored_competitor_bits_per_event,stored_trigram_bits_per_event,stored_delta_bits_per_event,competitor_abs_error,trigram_abs_error,delta_abs_error,parity_tolerance,parity_pass,phase3a5_strong_direction_match,phase3a5_direction_match,phase3a5_ci_95_lower,phase3a5_ci_95_upper,control_corpus_sha256,control_key_sha256
italian_old_ud218,Italian,1x16,40814041438,1,2825,19384,2.575024228992256,2.4991757452729657,0.0758484837192901,49914.26965478589,48444.022646371166,1470.2470084147208,2.575024228992256,2.4991757452729666,0.0758484837192892,0.0,8.881784197001252e-16,8.881784197001252e-16,1e-09,True,True,True,0.0660370625974224,0.0853142147094993,7b4136a9e71860faae7094ec9cb33514517c2f32154b483b135b51306fa8c3b0,c4fd298243eb77104d2c742cab3ffa5925abdbef184c068c15164a1a53f171cc
italian_old_ud218,Italian,1x16,40814041439,1,2825,19384,2.563872116838806,2.4994945148280867,0.0643776020107194,49698.09711280342,48450.201675427634,1247.8954373757879,2.5638721168388074,2.4994945148280805,0.06437760201072695,1.3322676295501878e-15,6.217248937900877e-15,7.549516567451064e-15,1e-09,True,True,True,0.05063612513785779,0.07771739981260722,476e7dcfeae6d0d587de5c753129523cfa8fc55b0ac67bba069aaaca5933b87f,613b2b9f8fb8257d7721f507d2d8b49169ebdfa52e79f52d8a66ff8391b644ee
italian_old_ud218,Italian,1x16,40814041440,1,2825,19384,2.5621831262555195,2.499277889710686,0.06290523654483327,49665.35771933699,48446.00261415194,1219.3551051850518,2.5621831262555244,2.4992778897106898,0.0629052365448346,4.884981308350689e-15,3.552713678800501e-15,1.3322676295501878e-15,1e-09,True,True,True,0.04922893681917608,0.07576102868434756,5a3d9516ce5648d192db7f2aa081897f861a35ca3c36ae45b75a3a28e19eabd3,79196b60fc52cfe46ad5d7aae157e7c8dcc66013d754a16ca090e0100a1ef4e7
italian_old_ud218,Italian,1x16,40814041441,1,2825,19384,2.566141826191201,2.498727420543198,0.0674144056480026,49742.09315889024,48435.33231980936,1306.7608390808819,2.566141826191199,2.498727420543192,0.06741440564800705,1.7763568394002505e-15,6.217248937900877e-15,4.440892098500626e-15,1e-09,True,True,True,0.05630894757068181,0.07834472942016515,92f1442488c204bc27efe6fb3543f3ce5db88b7af1d413eb5e78ca989a82a539,23f13aa4144c8190b7d98277bfc5c8f3506bad6dfe4527d123fd371739a5ec05
italian_old_ud218,Italian,1x16,40814041442,1,2825,19384,2.5632568495464656,2.5000058572011348,0.06325099234533083,49686.17077160869,48460.1135359868,1226.0572356218909,2.563256849546474,2.5000058572011343,0.06325099234533971,8.43769498715119e-15,4.440892098500626e-16,8.881784197001252e-15,1e-09,True,True,True,0.05086627241952916,0.07557058208392554,055ee27f5e5d60e35c5ee2fba322a4051a955502aa446ef81bcec173dda0746f,3268b5610de2818dbee191abbb6fed16a6e45af9b6b70a74a5499ea626f76d44
italian_old_ud218,Italian,2x8,40814041438,1,2825,19384,2.5755731997830376,2.49978172631792,0.0757914734651175,49924.9109045944,48455.76898294656,1469.141921647839,2.5755731997830393,2.4997817263179294,0.07579147346510995,1.7763568394002505e-15,9.325873406851315e-15,7.549516567451064e-15,1e-09,True,True,True,0.0658815089921747,0.08566097369382081,6826bb40c4c80ff17225b86b04bef35d976540acf96cca1d4a23bfe65fa4b064,976f58ad8beb54dbd604fa6e7d995765283c3090b53a596580b5b8686a6f759a
italian_old_ud218,Italian,2x8,40814041439,1,2825,19384,2.5648807078262856,2.5008810147872382,0.0639996930390474,49717.64764050472,48477.077590635825,1240.5700498688966,2.5648807078262945,2.500881014787239,0.0639996930390554,8.881784197001252e-15,8.881784197001252e-16,7.993605777301127e-15,1e-09,True,True,True,0.050339703539642386,0.07731096021347764,ce805fad5de3482923013ae871df01ef02dd6568576a52358659208d508c7be4,18b706d3b296c7ae0fcedc9479dde3f1a2e6c0ec409284bf5080aae0b4ad28f1
italian_old_ud218,Italian,2x8,40814041440,1,2825,19384,2.562704660401769,2.4999868238825136,0.06271783651925533,49675.46713722789,48459.74459413864,1215.7225430892504,2.562704660401768,2.4999868238825136,0.06271783651925444,8.881784197001252e-16,0.0,8.881784197001252e-16,1e-09,True,True,True,0.049340622959324607,0.07572941496661514,74c258f97d4d1124514c3e7c40bf688fe2a4adbe86e82fcc1b5997e21b40ead6,61ef62384b5763d8c525a2c5207e35332ae319cf894e2f08233bd2edf4ed2362
italian_old_ud218,Italian,2x8,40814041441,1,2825,19384,2.566717877763752,2.49974679411787,0.06697108364588189,49753.25934257257,48455.09185718079,1298.1674853917793,2.566717877763748,2.499746794117865,0.06697108364588322,3.9968028886505635e-15,5.329070518200751e-15,1.3322676295501878e-15,1e-09,True,True,True,0.05592614580154618,0.07786154059751162,38d6f642bf6d2b49c9a3ed2ea0b5542d42c794a5efb08dd764356bd44e83cfa2,6862d315073d87b94e30162474a3b7453ab3feb500e1389b3eef94c4ccfacf7e
italian_old_ud218,Italian,2x8,40814041442,1,2825,19384,2.564013992533136,2.501016678785231,0.06299731374790518,49700.84723126231,48479.70730157292,1221.1399296893942,2.5640139925331313,2.5010166787852377,0.06299731374789364,4.884981308350689e-15,6.661338147750939e-15,1.1546319456101628e-14,1e-09,True,True,True,0.05088312180017205,0.07503792234536065,8bedf3706399b8ec8add00d85ad1907a17dad2462d0619747bce92ed9278e317,b84d6404708f690484c6689ee3b8d3230d87b1c218a1997aabf4c38a42b9e11b
italian_old_ud218,Italian,4x4,40814041438,1,2825,19384,2.5768933202172013,2.501420625865089,0.07547269435211224,49950.50011909023,48487.537411768884,1462.9627073213487,2.5768933202171924,2.5014206258650913,0.07547269435210113,8.881784197001252e-15,2.220446049250313e-15,1.1102230246251565e-14,1e-09,True,True,True,0.06574858479133146,0.08520353029122288,4df6723948a99074b5a2e487377a286fa2f159cd045a2585f9a740fbdd7c03ec,212edea4a49303ff62fcf1b1e06d6ae87dbea9ac7108e2035e94c86b7f39ff12
italian_old_ud218,Italian,4x4,40814041439,1,2825,19384,2.5673945716008526,2.5040532127508492,0.06334135885000336,49766.37637591093,48538.56747596246,1227.808899948468,2.5673945716008566,2.504053212750849,0.0633413588500078,3.9968028886505635e-15,4.440892098500626e-16,4.440892098500626e-15,1e-09,True,True,True,0.04977121964731064,0.07686306108444135,b13014292eccd78d0a7bc2bd8f3e54f24b5b65798576ac546c652a032b0446d5,5da8bbf04bde1ce0eb1dfb10cdb4b3ea65b2dacc5029f2b0319762bdb1d04f15
italian_old_ud218,Italian,4x4,40814041440,1,2825,19384,2.564875542257135,2.5022310358461484,0.06264450641098662,49717.5475111123,48503.246398841744,1214.3011122705575,2.564875542257139,2.502231035846154,0.06264450641098485,3.9968028886505635e-15,5.773159728050814e-15,1.7763568394002505e-15,1e-09,True,True,True,0.04894981206287609,0.07566492880146171,5c6ee3c808170c784e7bbff4582259996bedb8b43543219f64d54cd74fa9acce,5367e68cd83f97db9554893df593360b060635e8897cf785c6e864453140461d
italian_old_ud218,Italian,4x4,40814041441,1,2825,19384,2.568092880760387,2.5012873765301777,0.06680550423020915,49779.91240065934,48484.954506660964,1294.9578939983767,2.5680928807603833,2.501287376530174,0.06680550423020915,3.552713678800501e-15,3.552713678800501e-15,0.0,1e-09,True,True,True,0.055831203570567624,0.07766228853104651,6012bc0f538cfbc02b499c7cb901e5c57cc5cd57751c922550aaf461f10fbf3e,a09ec00127e17e10ea60b186464bfbd98a5e13df90cf05077b2f65de0a2b3c1e
italian_old_ud218,Italian,4x4,40814041442,1,2825,19384,2.5648338268920234,2.5022627838731033,0.06257104301892014,49716.738900474986,48503.861802596235,1212.8770978787506,2.564833826892025,2.5022627838731024,0.0625710430189228,1.7763568394002505e-15,8.881784197001252e-16,2.6645352591003757e-15,1e-09,True,True,True,0.050208582048528974,0.07457920827268234,1e9e89fffd88a0a913662025013c0badd32f9c7ae7517847d2c8d761c33bb17d,0cb25ae4506428ba6c3ff2eb17ac4735ec250a81f2fc7d2ff2f465dd8a39001c
latin_udante_ud218,Latin,1x16,40814041438,1,2863,24568,2.4834391739917536,2.5441867876299864,-0.06074761363823278,61013.1336266294,62505.58099849351,-1492.4473718641093,2.4834391739917447,2.5441867876299824,-0.06074761363823766,8.881784197001252e-15,3.9968028886505635e-15,4.884981308350689e-15,1e-09,True,False,False,-0.07961851023811756,-0.04266786841509702,7f1b4a85677de12375e9c0521f0d8f1636333e7cc5acb7d0dd9b639011691b7c,f0250a675c84c7f3ca372fe48bc86aa66ada05139930b0d9bca6de053280a0df
latin_udante_ud218,Latin,1x16,40814041439,1,2863,24568,2.4911010748493507,2.544523770005173,-0.0534226951558221,61201.371206898846,62513.85998148708,-1312.488774588237,2.4911010748493463,2.5445237700051764,-0.05342269515583009,4.440892098500626e-15,3.552713678800501e-15,7.993605777301127e-15,1e-09,True,False,False,-0.07261466507983387,-0.03520523356820169,4b6bde6e64e7b06d0eebb6cff9596d9b5232f4a97384a9b73ec183e5690ca98b,590fc6af0497f4812e50cf74e0e99c04bed15907b9cf04931b6087722b551b7d
latin_udante_ud218,Latin,1x16,40814041440,1,2863,24568,2.4970946515148085,2.5452076722199797,-0.048113020705171206,61348.62139841581,62530.66209110046,-1182.040692684648,2.4970946515148205,2.5452076722199815,-0.04811302070516099,1.199040866595169e-14,1.7763568394002505e-15,1.021405182655144e-14,1e-09,True,False,False,-0.0715976785879987,-0.027072976264288003,da6cf1dfd30c22911ae5afca2dfb4a7dfe92c5accf71b0f4b3cc420f82bdd269,365106cdb9be67e51f147feb43ddacb6e49a485dd16ac93afcb8e9dc9a21ff1b
latin_udante_ud218,Latin,1x16,40814041441,1,2863,24568,2.494904208323514,2.5455187727481614,-0.0506145644246474,61294.80659009209,62538.30520887683,-1243.498618784739,2.49490420832352,2.5455187727481645,-0.05061456442464474,5.773159728050814e-15,3.1086244689504383e-15,2.6645352591003757e-15,1e-09,True,False,False,-0.07075823364013212,-0.031595880188372935,43edbbca0c22ee4e3bcf9fe65ea97270137354b195a1d753d7edf4e3bf7499da,d8ba6eeab536cb614b27ff5bc9a60e85c14f7ecca4292deb5dec5eea4bfc97a5
latin_udante_ud218,Latin,1x16,40814041442,1,2863,24568,2.49082653488503,2.5440977903508166,-0.053271255465786815,61194.62630905541,62503.39451333886,-1308.7682042834494,2.4908265348850276,2.544097790350819,-0.053271255465791256,2.220446049250313e-15,2.220446049250313e-15,4.440892098500626e-15,1e-09,True,False,False,-0.07349816206076068,-0.0338588178467513,a37748c2eff8bdf064d0cf1e305a4700a3fe71e2a2629ec7f5223bb081191091,bd961006e773f07a010054eba39074b0d7191a68bc96bb2ac5970bc396a5c251
