replicate,token_markov_bits_per_event,matched_trigram_bits_per_event,delta_token_minus_trigram_bits_per_event
36,2.28276883334783,2.169086646955562,0.11368218639226813
37,2.5369220427097066,2.402180975048674,0.13474106766103278
38,2.3131990078110807,2.207282693246007,0.10591631456507367
39,2.5866587277164763,2.4437976482082524,0.1428610795082239
40,2.406774296338249,2.290340311149017,0.1164339851892322
41,2.497983885200659,2.36483746669026,0.1331464185103992
42,2.573748721919207,2.4347957906842765,0.13895293123493024
43,2.3730238380954813,2.2606613139474483,0.11236252414803305
44,2.481738504073039,2.365285349742132,0.11645315433090708
45,2.333803882325304,2.2253618719778796,0.1084420103474244
46,2.526422082144189,2.387567087372881,0.1388549947713078
47,2.4166561242035063,2.3028950181225305,0.11376110608097578
48,2.3975568153396067,2.281091827111867,0.11646498822773976
49,2.3353546302024837,2.225506979371696,0.10984765083078774
50,2.4680287267519194,2.3456190577872804,0.122409668964639
51,2.398240807556595,2.2787174325192017,0.11952337503739319
52,2.3919853972228875,2.281321793869923,0.11066360335296466
53,2.5821156839482793,2.434148945919557,0.1479667380287224
54,2.531230449233678,2.3925154364999655,0.13871501273371267
55,2.4917992336248136,2.364852206475574,0.12694702714923967
56,2.422794223584165,2.303029678034811,0.11976454554935412
57,2.5693243146504843,2.425206996148757,0.14411731850172727
58,2.444532328012598,2.3175121361196447,0.12702019189295344
59,2.6627359163216964,2.51806846988976,0.1446674464319364
60,2.3959120145757042,2.2782660356119266,0.1176459789637776
61,2.5025235895741216,2.3619014567228094,0.1406221328513122
62,2.622922599677795,2.4798837141968644,0.14303888548093058
63,2.543012622916825,2.3993479621269924,0.14366466078983242
64,2.3895447418647646,2.2734275643325956,0.11611717753216899
65,2.5364698725717267,2.412199011417534,0.12427086115419295
66,2.393307098100323,2.2741865737950295,0.11912052430529352
67,2.431620073820544,2.3175592936311618,0.11406078018938226
68,2.377784470998351,2.2614905001291703,0.11629397086918081
69,2.499151689155592,2.372528605896255,0.12662308325933713
70,2.584726884016631,2.435269139089701,0.14945774492692987
71,2.5359909966307215,2.395145922438277,0.1408450741924443
72,2.4661831424872718,2.3335240343085064,0.13265910817876536
73,2.5181286698754493,2.3813348829648855,0.13679378691056376
74,2.590240597707029,2.441665239936177,0.14857535777085173
75,2.4709270471881988,2.35832230206371,0.11260474512448893
76,2.439615518431227,2.318242485845543,0.1213730325856841
77,2.3901499776861828,2.270642336348056,0.11950764133812664
78,2.4615950465982146,2.335861535985424,0.1257335106127906
79,2.567073575308913,2.4364994186815037,0.13057415662740945
80,2.4527474964607423,2.3242083404527563,0.12853915600798604
81,2.498916604284919,2.371570294051555,0.12734631023336407
82,2.440053569251072,2.320761368024531,0.11929220122654094
83,2.4740229540927507,2.3481798380767294,0.12584311601602138
