replicate,slot_bits_per_event,matched_trigram_bits_per_event,delta_slot_minus_trigram_bits_per_event
169,2.7826937486788164,2.3195810415965092,0.4631127070823071
170,2.898636479389829,2.418551720550253,0.4800847588395758
171,2.829067177317248,2.3838962233577274,0.4451709539595208
172,2.7568779341130902,2.2858226850387577,0.4710552490743325
173,2.8433410779343284,2.38810707932419,0.45523399861013836
174,2.8702291774850295,2.396733823683297,0.4734953538017326
175,2.716486237442867,2.2499335783858667,0.46655265905700016
176,2.796453197967123,2.3202427311737766,0.47621046679334667
177,2.7945691253986604,2.339321666501238,0.45524745889742224
178,2.803534681352211,2.361743151587707,0.4417915297645041
179,2.65034653193754,2.175136072301451,0.4752104596360893
180,2.852382485883501,2.38160097704279,0.470781508840711
181,2.868414830091779,2.4091528490985694,0.4592619809932095
182,2.905150697669317,2.42784213225823,0.4773085654110867
183,2.9261979477901106,2.4663155854923415,0.459882362297769
184,2.8549835742029916,2.393798084129004,0.46118549007398757
185,2.856033758779656,2.394477271898054,0.461556486881602
186,2.6848280931842945,2.246781960866885,0.4380461323174094
187,2.7781190984421698,2.312187394741237,0.46593170370093295
188,2.8773876476248677,2.456372653006836,0.4210149946180315
189,2.8393813397890217,2.4179694594534844,0.42141188033553734
190,2.787104219804747,2.340322716703352,0.4467815031013953
191,2.8988338940211107,2.4530945806706668,0.4457393133504439
192,2.84080960833284,2.404132382525456,0.4366772258073839
193,2.8386307628594176,2.36280228952565,0.47582847333376765
194,2.8346922811728246,2.3806202120582123,0.4540720691146123
195,2.808452931943323,2.384369255336262,0.42408367660706103
196,2.8588543000629936,2.363519861297299,0.4953344387656946
197,2.8392477119283845,2.3825845452615537,0.4566631666668308
198,2.91378720925936,2.4408927946976164,0.47289441456174375
199,2.806445077128266,2.327286756276256,0.47915832085201027
200,2.8526465593204033,2.3799415455299187,0.4727050137904847
201,2.7435728938346124,2.2551322370584534,0.488440656776159
202,2.729694022080791,2.263817192182023,0.46587682989876766
203,2.9604774104763067,2.506346448678383,0.45413096179792367
204,2.7858135915392714,2.3255255398998056,0.46028805163946584
205,2.768405723837076,2.2890725748332694,0.47933314900380664
206,2.715329334391916,2.25105909582921,0.464270238562706
207,2.710648610203588,2.2330667194541314,0.4775818907494567
208,2.7493581982275033,2.276240722313167,0.47311747591433617
209,2.8739781945510274,2.399097876222122,0.47488031832890565
210,2.7284346291529826,2.2511083182720246,0.477326310880958
211,2.8376051889293388,2.3840059180885316,0.4535992708408072
212,2.7983105483302766,2.3258941788098797,0.4724163695203969
213,2.717817892961962,2.2573656036715857,0.4604522892903762
214,2.802522313949175,2.360327329043471,0.44219498490570386
215,2.8280277324486436,2.3710257451975476,0.457001987251096
