slot_templates,matched_trigram_order,matched_trigram_view,bootstrap_units,bootstrap_replicates,seed,slot_bits_per_event,matched_trigram_bits_per_event,delta_slot_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_slot,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_slot_better,bootstrap_probability_tie,conclusion,locked_test_accessed
16,3,token_reset_eot,15,10000,40814041438,2.801433491521209,2.3372686526466864,0.46416483887452253,0.16568833073473252,0.4269800411057178,0.4841659030984361,1.0,0.0,0.0,MATCHED 3-GRAM BETTER; CI EXCLUDES ZERO,False
