selected_source_window,matched_trigram_order,matched_trigram_view,bootstrap_units,bootstrap_replicates,seed,copy_edit_bits_per_event,matched_trigram_bits_per_event,delta_copy_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_copy_edit,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_copy_edit_better,bootstrap_probability_tie,conclusion,locked_test_accessed
16,3,token_reset_eot,15,10000,40814041438,3.4723391975329316,2.3372686526466864,1.1350705448862453,0.32688930438958946,1.0427903356456956,1.1928097579603605,1.0,0.0,0.0,MATCHED 3-GRAM BETTER; CI EXCLUDES ZERO,False
