replicate,copy_edit_bits_per_event,matched_trigram_bits_per_event,delta_copy_minus_trigram_bits_per_event
239,3.4589227453492692,2.3196609733662683,1.139261771983001
240,3.428844416019824,2.284474426432576,1.1443699895872483
241,3.4479131939781116,2.292628381917514,1.1552848120605974
242,3.427352618143892,2.28323649561496,1.1441161225289322
243,3.4605489032214383,2.3213983768849524,1.1391505263364858
244,3.4868063896501966,2.3235332653182765,1.16327312433192
245,3.4896793661974663,2.334874192913167,1.1548051732842994
246,3.515167868227276,2.4550597542054806,1.0601081140217952
247,3.5201677822976825,2.405924208792212,1.1142435735054703
248,3.512638895464524,2.3882584541228993,1.1243804413416245
249,3.472106540259899,2.340072868740745,1.1320336715191543
250,3.510879738426451,2.375594227886367,1.135285510540084
251,3.5138676443524917,2.423307787423883,1.0905598569286088
252,3.526208355304489,2.4197821242486763,1.1064262310558126
253,3.4120989124486547,2.2716284084959533,1.1404705039527014
254,3.5072481723839593,2.3713984169284896,1.1358497554554696
255,3.483629257427674,2.3663251799776983,1.1173040774499756
256,3.500647826961564,2.3688459821827283,1.1318018447788356
257,3.383959961794462,2.1886715397455294,1.1952884220489324
258,3.426497837963243,2.2724655943023597,1.1540322436608834
259,3.4775816908927375,2.340461424838968,1.1371202660537696
260,3.4932911336548673,2.3804769187180406,1.1128142149368268
261,3.448880871936549,2.343171852240869,1.1057090196956803
262,3.45049560355461,2.324582716333003,1.1259128872216069
263,3.4437434154319133,2.2721189037101874,1.1716245117217259
264,3.447627201389421,2.315279348308413,1.1323478530810078
265,3.5327057064413854,2.376194662879933,1.1565110435614523
266,3.4553990359525235,2.300998029598731,1.1544010063537926
267,3.4671515319870396,2.2934079265083076,1.173743605478732
268,3.487025392347015,2.3667478750448803,1.1202775173021347
269,3.4549703185439062,2.285407766442732,1.169562552101174
270,3.529995956872031,2.5162637019027794,1.0137322549692516
271,3.404804527668564,2.219806591650856,1.1849979360177079
272,3.525197137114863,2.4344523857989584,1.0907447513159045
273,3.4936379203748733,2.3424439647122126,1.1511939556626607
