view,order,leaf_group,folio,locus,total_bits,total_events,glyph_bits,glyph_events,boundary_bits,boundary_events,oov_events,bits_per_event,glyph_bits_per_glyph
token_reset_eot,3,f66,f66r,"f66r.73,+P0",113.91526183056357,53,101.75346797870381,43,12.161793851859787,10,0,2.149344562840822,2.3663597204349722
token_reset_eot,3,f66,f66r,"f66r.74,+P0",102.16795877212806,54,101.84990863606734,45,0.31805013606072713,9,0,1.89199923652089,2.2633313030237185
token_reset_eot,3,f66,f66r,"f66r.75,+P0",142.0884709303282,57,134.70703774114426,45,7.381433189183927,12,0,2.492780191760144,2.9934897275809838
token_reset_eot,3,f66,f66r,"f66r.76,+P0",90.00512830086959,51,88.50785425467494,42,1.4972740461946403,9,0,1.7648064372719527,2.1073298632065462
token_reset_eot,3,f66,f66r,"f66r.77,+P0",101.657602892706,54,99.84177770432258,44,1.8158251883834342,10,0,1.8825482017167776,2.269131311461877
token_reset_eot,3,f66,f66r,"f66r.78,+P0",100.41380911157628,47,97.95221894220477,38,2.461590169371507,9,0,2.1364640236505594,2.577689972163283
token_reset_eot,3,f66,f66r,"f66r.79,+P0",91.27835124508758,48,90.41145722584007,40,0.866894019247489,8,0,1.9016323176059913,2.2602864306460018
token_reset_eot,3,f66,f66r,"f66r.8,+L0",17.624539246858664,5,17.566434524944054,4,0.05810472191461011,1,0,3.5249078493717327,4.391608631236013
token_reset_eot,3,f66,f66r,"f66r.80,+P0",95.97392747190204,46,94.12377238994287,37,1.8501550819591652,9,0,2.0863897276500443,2.5438857402687263
token_reset_eot,3,f66,f66r,"f66r.81,+P0",66.98394231501918,28,66.37916931786542,23,0.6047729971537538,5,0,2.392283654107828,2.8860508399071922
token_reset_eot,3,f66,f66r,"f66r.82,@Lx",58.35893192508026,23,54.46068830129959,18,3.89824362378067,5,0,2.5373448663078375,3.025593794516644
token_reset_eot,3,f66,f66r,"f66r.9,+L0",18.08297181274395,7,17.91787327510145,6,0.16509853764250026,1,0,2.58328168753485,2.9863122125169084
token_reset_eot,3,f66,f66v,"f66v.1,@P0",165.77770431450665,51,145.91621449431685,42,19.86148982018978,9,0,3.2505432218530714,3.47419558319802
token_reset_eot,3,f66,f66v,"f66v.10,+P0",120.69551941843956,49,110.47951668517574,39,10.216002733263801,10,0,2.46317386568244,2.8328081201327113
token_reset_eot,3,f66,f66v,"f66v.11,+P0",139.33232507622182,47,130.02772731675614,38,9.304597759465661,9,0,2.9645175548132303,3.421782297809372
